record_id,category,ground_truth,ml_prediction,br_prediction,outcome
670,ZERO_AMOUNT,1,0,0,BOTH_MISSED
649,ZERO_AMOUNT,1,0,0,BOTH_MISSED
439,ZERO_AMOUNT,1,0,0,BOTH_MISSED
3,ZERO_AMOUNT,1,0,0,BOTH_MISSED
714,ZERO_AMOUNT,1,0,0,BOTH_MISSED
994,ZERO_AMOUNT,1,0,0,BOTH_MISSED
959,ZERO_AMOUNT,1,0,0,BOTH_MISSED
445,ZERO_AMOUNT,1,0,0,BOTH_MISSED
280,ZERO_AMOUNT,1,0,0,BOTH_MISSED
382,ZERO_AMOUNT,1,0,0,BOTH_MISSED
991,ZERO_AMOUNT,1,0,0,BOTH_MISSED
557,ZERO_AMOUNT,1,0,0,BOTH_MISSED
749,ZERO_AMOUNT,1,0,0,BOTH_MISSED
292,ZERO_AMOUNT,1,0,0,BOTH_MISSED
429,ZERO_AMOUNT,1,0,0,BOTH_MISSED
210,ZERO_AMOUNT,1,0,1,BR_ONLY
321,ZERO_AMOUNT,1,0,0,BOTH_MISSED
211,ZERO_AMOUNT,1,0,0,BOTH_MISSED
184,ZERO_AMOUNT,1,0,0,BOTH_MISSED
158,ZERO_AMOUNT,1,0,0,BOTH_MISSED
603,ZERO_AMOUNT,1,0,0,BOTH_MISSED
261,ZERO_AMOUNT,1,0,0,BOTH_MISSED
97,ZERO_AMOUNT,1,0,0,BOTH_MISSED
29,ZERO_AMOUNT,1,0,0,BOTH_MISSED
23,ZERO_AMOUNT,1,0,0,BOTH_MISSED
266,ZERO_AMOUNT,1,0,0,BOTH_MISSED
697,ZERO_AMOUNT,1,0,0,BOTH_MISSED
617,ZERO_AMOUNT,1,0,0,BOTH_MISSED
917,ZERO_AMOUNT,1,0,0,BOTH_MISSED
137,ZERO_AMOUNT,1,0,0,BOTH_MISSED
822,ZERO_AMOUNT,1,0,0,BOTH_MISSED
362,ZERO_AMOUNT,1,1,1,BOTH_DETECTED
449,ZERO_AMOUNT,1,0,0,BOTH_MISSED
290,ZERO_AMOUNT,1,0,0,BOTH_MISSED
643,ZERO_AMOUNT,1,0,0,BOTH_MISSED
656,ZERO_AMOUNT,1,0,0,BOTH_MISSED
328,ZERO_AMOUNT,1,0,0,BOTH_MISSED
59,ZERO_AMOUNT,1,0,0,BOTH_MISSED
902,ZERO_AMOUNT,1,0,0,BOTH_MISSED
570,ZERO_AMOUNT,1,0,0,BOTH_MISSED
359,ZERO_AMOUNT,1,0,0,BOTH_MISSED
425,ZERO_AMOUNT,1,0,0,BOTH_MISSED
346,ZERO_AMOUNT,1,0,0,BOTH_MISSED
451,ZERO_AMOUNT,1,0,0,BOTH_MISSED
644,ZERO_AMOUNT,1,0,0,BOTH_MISSED
583,ZERO_AMOUNT,1,0,0,BOTH_MISSED
493,ZERO_AMOUNT,1,0,0,BOTH_MISSED
687,ZERO_AMOUNT,1,0,0,BOTH_MISSED
294,ZERO_AMOUNT,1,0,0,BOTH_MISSED
265,ZERO_AMOUNT,1,0,0,BOTH_MISSED
165,ZERO_AMOUNT,1,0,0,BOTH_MISSED
826,ZERO_AMOUNT,1,0,0,BOTH_MISSED
361,ZERO_AMOUNT,1,0,0,BOTH_MISSED
239,ZERO_AMOUNT,1,0,0,BOTH_MISSED
494,ZERO_AMOUNT,1,0,0,BOTH_MISSED
306,ZERO_AMOUNT,1,0,0,BOTH_MISSED
948,EXTREME_LOS,1,0,0,BOTH_MISSED
708,EXTREME_LOS,1,0,0,BOTH_MISSED
72,EXTREME_LOS,1,0,0,BOTH_MISSED
554,EXTREME_LOS,1,0,0,BOTH_MISSED
277,EXTREME_LOS,1,0,0,BOTH_MISSED
327,EXTREME_LOS,1,0,0,BOTH_MISSED
918,EXTREME_LOS,1,0,0,BOTH_MISSED
501,EXTREME_LOS,1,0,0,BOTH_MISSED
894,EXTREME_LOS,1,0,0,BOTH_MISSED
305,EXTREME_LOS,1,0,0,BOTH_MISSED
916,EXTREME_LOS,1,0,0,BOTH_MISSED
49,EXTREME_LOS,1,0,0,BOTH_MISSED
811,EXTREME_LOS,1,0,0,BOTH_MISSED
244,EXTREME_LOS,1,0,0,BOTH_MISSED
227,EXTREME_LOS,1,0,0,BOTH_MISSED
101,EXTREME_LOS,1,0,0,BOTH_MISSED
312,EXTREME_LOS,1,0,0,BOTH_MISSED
235,EXTREME_LOS,1,0,0,BOTH_MISSED
198,EXTREME_LOS,1,0,0,BOTH_MISSED
192,EXTREME_LOS,1,1,1,BOTH_DETECTED
86,EXTREME_LOS,1,0,0,BOTH_MISSED
950,EXTREME_LOS,1,0,0,BOTH_MISSED
481,EXTREME_LOS,1,0,0,BOTH_MISSED
935,EXTREME_LOS,1,0,0,BOTH_MISSED
110,EXTREME_LOS,1,0,1,BR_ONLY
717,EXTREME_LOS,1,0,0,BOTH_MISSED
866,EXTREME_LOS,1,0,0,BOTH_MISSED
249,EXTREME_LOS,1,0,0,BOTH_MISSED
141,EXTREME_LOS,1,0,0,BOTH_MISSED
2,EXTREME_LOS,1,1,1,BOTH_DETECTED
55,EXTREME_LOS,1,0,0,BOTH_MISSED
963,EXTREME_LOS,1,0,0,BOTH_MISSED
109,EXTREME_LOS,1,0,0,BOTH_MISSED
526,EXTREME_LOS,1,0,1,BR_ONLY
677,EXTREME_LOS,1,0,0,BOTH_MISSED
331,EXTREME_LOS,1,1,1,BOTH_DETECTED
168,EXTREME_LOS,1,0,0,BOTH_MISSED
924,EXTREME_LOS,1,0,0,BOTH_MISSED
60,EXTREME_LOS,1,0,0,BOTH_MISSED
44,EXTREME_LOS,1,0,0,BOTH_MISSED
118,EXTREME_LOS,1,0,0,BOTH_MISSED
978,EXTREME_LOS,1,1,1,BOTH_DETECTED
33,EXTREME_LOS,1,0,0,BOTH_MISSED
741,EXTREME_LOS,1,0,0,BOTH_MISSED
713,EXTREME_LOS,1,0,0,BOTH_MISSED
196,EXTREME_LOS,1,0,0,BOTH_MISSED
136,EXTREME_LOS,1,0,0,BOTH_MISSED
692,EXTREME_LOS,1,0,0,BOTH_MISSED
548,EXTREME_LOS,1,0,0,BOTH_MISSED
408,EXTREME_LOS,1,0,0,BOTH_MISSED
514,EXTREME_LOS,1,0,0,BOTH_MISSED
377,EXTREME_LOS,1,0,0,BOTH_MISSED
333,EXTREME_LOS,1,0,0,BOTH_MISSED
587,EXTREME_LOS,1,0,0,BOTH_MISSED
764,EXTREME_LOS,1,0,0,BOTH_MISSED
845,EXTREME_LOS,1,0,0,BOTH_MISSED
796,EXTREME_LOS,1,0,0,BOTH_MISSED
430,EXTREME_LOS,1,0,0,BOTH_MISSED
650,EXTREME_LOS,1,0,0,BOTH_MISSED
941,EXTREME_LOS,1,0,0,BOTH_MISSED
344,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
734,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
621,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
309,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
528,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
938,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
799,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
829,IMPOSSIBLE_CHRONOLOGY,1,1,1,BOTH_DETECTED
490,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
78,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
323,IMPOSSIBLE_CHRONOLOGY,1,1,1,BOTH_DETECTED
529,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
662,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
995,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
208,IMPOSSIBLE_CHRONOLOGY,1,0,1,BR_ONLY
797,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
901,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
922,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
631,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
896,IMPOSSIBLE_CHRONOLOGY,1,1,1,BOTH_DETECTED
893,IMPOSSIBLE_CHRONOLOGY,1,0,1,BR_ONLY
977,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
721,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
542,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
371,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
237,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
802,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
973,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
256,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
464,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
96,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
231,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
753,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
849,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
54,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
39,IMPOSSIBLE_CHRONOLOGY,1,0,1,BR_ONLY
411,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
865,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
925,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
381,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
904,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
798,IMPOSSIBLE_CHRONOLOGY,1,0,1,BR_ONLY
820,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
521,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
370,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
289,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
120,IMPOSSIBLE_CHRONOLOGY,1,0,1,BR_ONLY
31,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
70,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
787,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
218,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
584,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
357,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
900,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
716,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
67,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
800,IMPOSSIBLE_CHRONOLOGY,1,0,1,BR_ONLY
689,IMPOSSIBLE_CHRONOLOGY,1,0,0,BOTH_MISSED
636,IMPOSSIBLE_CHRONOLOGY,1,1,1,BOTH_DETECTED
479,IMPOSSIBLE_CHRONOLOGY,1,0,1,BR_ONLY
0,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
1,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
4,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
6,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
8,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
11,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
12,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
13,NORMAL,0,0,1,BR_ONLY
14,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
15,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
16,NORMAL,0,0,1,BR_ONLY
17,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
18,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
19,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
20,NORMAL,0,0,1,BR_ONLY
21,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
22,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
24,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
26,NORMAL,0,0,1,BR_ONLY
27,NORMAL,0,0,1,BR_ONLY
28,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
32,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
34,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
35,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
36,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
37,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
38,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
40,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
41,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
42,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
43,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
45,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
46,NORMAL,0,1,1,BOTH_DETECTED
47,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
48,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
50,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
51,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
52,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
53,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
56,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
57,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
58,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
61,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
62,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
64,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
68,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
69,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
71,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
73,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
74,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
75,NORMAL,0,0,1,BR_ONLY
79,NORMAL,0,1,1,BOTH_DETECTED
80,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
83,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
85,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
87,NORMAL,0,0,1,BR_ONLY
89,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
90,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
91,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
92,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
93,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
94,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
95,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
98,NORMAL,0,1,1,BOTH_DETECTED
99,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
100,NORMAL,0,1,1,BOTH_DETECTED
102,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
103,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
104,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
105,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
106,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
108,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
111,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
112,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
113,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
114,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
115,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
116,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
117,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
119,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
121,NORMAL,0,1,1,BOTH_DETECTED
122,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
123,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
124,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
125,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
126,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
127,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
128,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
129,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
130,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
131,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
132,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
133,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
134,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
135,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
138,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
140,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
142,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
143,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
144,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
145,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
146,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
147,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
148,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
149,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
150,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
151,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
152,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
153,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
154,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
156,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
157,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
159,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
160,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
161,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
162,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
163,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
164,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
166,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
167,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
169,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
170,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
171,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
172,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
173,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
175,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
176,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
177,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
178,NORMAL,0,0,1,BR_ONLY
179,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
180,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
181,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
182,NORMAL,0,1,1,BOTH_DETECTED
183,NORMAL,0,0,0,BOTH_CORRECTLY_NORMAL
