evaluation_id,CLM_ID,CLM_LINE_NUM,expected_BR_DATE_001,expected_BR_DATE_002,expected_BR_AMT_001,expected_BR_AMT_002,expected_violation_count,scenario
EVAL_CLM_000119,EVAL_CLM_000119,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000120,EVAL_CLM_000120,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000121,EVAL_CLM_000121,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000122,EVAL_CLM_000122,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000123,EVAL_CLM_000123,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000124,EVAL_CLM_000124,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000125,EVAL_CLM_000125,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000126,EVAL_CLM_000126,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000127,EVAL_CLM_000127,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000128,EVAL_CLM_000128,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000129,EVAL_CLM_000129,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000130,EVAL_CLM_000130,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000131,EVAL_CLM_000131,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000132,EVAL_CLM_000132,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000133,EVAL_CLM_000133,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000134,EVAL_CLM_000134,8,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000135,EVAL_CLM_000135,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000136,EVAL_CLM_000136,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000137,EVAL_CLM_000137,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000138,EVAL_CLM_000138,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000139,EVAL_CLM_000139,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000140,EVAL_CLM_000140,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000141,EVAL_CLM_000141,8,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000142,EVAL_CLM_000142,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000143,EVAL_CLM_000143,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000144,EVAL_CLM_000144,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000145,EVAL_CLM_000145,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000146,EVAL_CLM_000146,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000147,EVAL_CLM_000147,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000148,EVAL_CLM_000148,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000149,EVAL_CLM_000149,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000150,EVAL_CLM_000150,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000151,EVAL_CLM_000151,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000152,EVAL_CLM_000152,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000153,EVAL_CLM_000153,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000154,EVAL_CLM_000154,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000155,EVAL_CLM_000155,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000156,EVAL_CLM_000156,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000157,EVAL_CLM_000157,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000158,EVAL_CLM_000158,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000159,EVAL_CLM_000159,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000160,EVAL_CLM_000160,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000161,EVAL_CLM_000161,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000162,EVAL_CLM_000162,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000163,EVAL_CLM_000163,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000164,EVAL_CLM_000164,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000165,EVAL_CLM_000165,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000166,EVAL_CLM_000166,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000167,EVAL_CLM_000167,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000168,EVAL_CLM_000168,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000169,EVAL_CLM_000169,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000170,EVAL_CLM_000170,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000171,EVAL_CLM_000171,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000172,EVAL_CLM_000172,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000173,EVAL_CLM_000173,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000174,EVAL_CLM_000174,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000175,EVAL_CLM_000175,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000176,EVAL_CLM_000176,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000177,EVAL_CLM_000177,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000178,EVAL_CLM_000178,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000179,EVAL_CLM_000179,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000180,EVAL_CLM_000180,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000181,EVAL_CLM_000181,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000182,EVAL_CLM_000182,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000183,EVAL_CLM_000183,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000184,EVAL_CLM_000184,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000185,EVAL_CLM_000185,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000186,EVAL_CLM_000186,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000187,EVAL_CLM_000187,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000188,EVAL_CLM_000188,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000189,EVAL_CLM_000189,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000190,EVAL_CLM_000190,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000191,EVAL_CLM_000191,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000192,EVAL_CLM_000192,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000193,EVAL_CLM_000193,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000194,EVAL_CLM_000194,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000195,EVAL_CLM_000195,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000196,EVAL_CLM_000196,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000197,EVAL_CLM_000197,9,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000198,EVAL_CLM_000198,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000199,EVAL_CLM_000199,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000200,EVAL_CLM_000200,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000201,EVAL_CLM_000201,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000202,EVAL_CLM_000202,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000203,EVAL_CLM_000203,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000204,EVAL_CLM_000204,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000205,EVAL_CLM_000205,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000206,EVAL_CLM_000206,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000207,EVAL_CLM_000207,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000208,EVAL_CLM_000208,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000209,EVAL_CLM_000209,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000210,EVAL_CLM_000210,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000211,EVAL_CLM_000211,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000212,EVAL_CLM_000212,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000213,EVAL_CLM_000213,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000214,EVAL_CLM_000214,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000215,EVAL_CLM_000215,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000216,EVAL_CLM_000216,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000217,EVAL_CLM_000217,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000218,EVAL_CLM_000218,9,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000219,EVAL_CLM_000219,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000220,EVAL_CLM_000220,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000221,EVAL_CLM_000221,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000222,EVAL_CLM_000222,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000223,EVAL_CLM_000223,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000224,EVAL_CLM_000224,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000225,EVAL_CLM_000225,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000226,EVAL_CLM_000226,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000227,EVAL_CLM_000227,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000228,EVAL_CLM_000228,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000229,EVAL_CLM_000229,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000230,EVAL_CLM_000230,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000231,EVAL_CLM_000231,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000232,EVAL_CLM_000232,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000233,EVAL_CLM_000233,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000234,EVAL_CLM_000234,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000235,EVAL_CLM_000235,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000236,EVAL_CLM_000236,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000237,EVAL_CLM_000237,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000238,EVAL_CLM_000238,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000239,EVAL_CLM_000239,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000240,EVAL_CLM_000240,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000241,EVAL_CLM_000241,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000242,EVAL_CLM_000242,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000243,EVAL_CLM_000243,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000244,EVAL_CLM_000244,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000245,EVAL_CLM_000245,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000246,EVAL_CLM_000246,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000247,EVAL_CLM_000247,8,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000248,EVAL_CLM_000248,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000249,EVAL_CLM_000249,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000250,EVAL_CLM_000250,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000251,EVAL_CLM_000251,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000252,EVAL_CLM_000252,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000253,EVAL_CLM_000253,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000254,EVAL_CLM_000254,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000255,EVAL_CLM_000255,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000256,EVAL_CLM_000256,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000257,EVAL_CLM_000257,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000258,EVAL_CLM_000258,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000259,EVAL_CLM_000259,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000260,EVAL_CLM_000260,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000261,EVAL_CLM_000261,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000262,EVAL_CLM_000262,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000263,EVAL_CLM_000263,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000264,EVAL_CLM_000264,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000265,EVAL_CLM_000265,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000266,EVAL_CLM_000266,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000267,EVAL_CLM_000267,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000268,EVAL_CLM_000268,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000269,EVAL_CLM_000269,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000270,EVAL_CLM_000270,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000271,EVAL_CLM_000271,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000272,EVAL_CLM_000272,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000273,EVAL_CLM_000273,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000274,EVAL_CLM_000274,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000275,EVAL_CLM_000275,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000276,EVAL_CLM_000276,2,PASS,PASS,PASS,PASS,0,CLEAN
